message_id,channel,message
403,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective."
404,chat,"I want to change the size of the sneakers I bought yesterday, can u help?"
405,email,The cook set is good but the lids don’t fit perfectly. Just FYI.
406,in-app,That coffee press is amazing but I wish it came in 1.5L too.
407,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective."
408,chat,That coffee press is amazing but I wish it came in 1.5L too.
409,email,My t-shirt arrived but the material feels cheap… kinda itchy.
410,email,Your prices increasing every week?? What’s going on?
411,in-app,That coffee press is amazing but I wish it came in 1.5L too.
412,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help? Pls respond asap."
413,chat,That coffee press is amazing but I wish it came in 1.5L too.
414,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.
415,in-app,"I want to change the size of the sneakers I bought yesterday, can u help? Pls respond asap."
416,in-app,"I want to change the size of the sneakers I bought yesterday, can u help?"
417,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective. Pls respond asap."
418,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help? Pls respond asap."
419,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.
420,in-app,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).
421,email,Your prices increasing every week???? What’s going on??
422,in-app,Refund me. The blender stopped working after 3 uses.
423,email,That coffee press is amazing but I wish it came in 1.5L too.
424,chat,Your prices increasing every week?? What’s going on?
425,chat,Refund me. The blender stopped working after 3 uses.
426,in-app,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).
427,email,Refund me. The blender stopped working after 3 uses.
428,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.
429,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.
430,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help?"
431,chat,Where’s my order?? It said delivery 2 days ago. This is ridiculous.
432,chat,Refund me. The blender stopped working after 3 uses.
433,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.
434,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.
435,email,My t-shirt arrived but the material feels cheap… kinda itchy.
436,email,Where’s my order?? It said delivery 2 days ago. This is ridiculous.
437,email,Refund me. The blender stopped working after 3 uses. Pls respond asap.
438,chat,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).
439,email,"I want to change the size of the sneakers I bought yesterday, can u help?"
440,chat,My t-shirt arrived but the material feels cheap… kinda itchy.
441,email,"I want to change the size of the sneakers I bought yesterday, can u help?"
442,email,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective."
443,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI. Pls respond asap.
444,chat,The cook set is good but the lids don’t fit perfectly. Just FYI.
445,in-app,Your prices increasing every week???? What’s going on?? Pls respond asap.
446,email,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective."
447,chat,How do I pair the earbuds with Samsung S22?? The manual isn’t clear.
448,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.
449,in-app,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).
450,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.
451,in-app,How do I pair the earbuds with Samsung S22? The manual isn’t clear.
452,chat,How do I pair the earbuds with Samsung S22? The manual isn’t clear. Pls respond asap.
453,chat,"I want to change the size of the sneakers I bought yesterday, can u help?"
454,chat,My t-shirt arrived but the material feels cheap… kinda itchy.
455,whatsapp,Refund me. The blender stopped working after 3 uses.
456,email,"I want to change the size of the sneakers I bought yesterday, can u help? Pls respond asap."
457,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.
458,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.
459,email,"I want to change the size of the sneakers I bought yesterday, can u help?"
460,whatsapp,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).
461,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.
462,in-app,That coffee press is amazing but I wish it came in 1.5L too.
463,whatsapp,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).
464,whatsapp,Where’s my order?? It said delivery 2 days ago. This is ridiculous. Pls respond asap.
465,in-app,Your prices increasing every week?? What’s going on?
466,email,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).
467,whatsapp,How do I pair the earbuds with Samsung S22? The manual isn’t clear.
468,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.
469,in-app,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol).
470,whatsapp,Where’s my order???? It said delivery 2 days ago. This is ridiculous.
471,chat,Your prices increasing every week?? What’s going on?
472,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.
473,whatsapp,Refund me. The blender stopped working after 3 uses. Pls respond asap.
474,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy. Pls respond asap.
475,email,The cook set is good but the lids don’t fit perfectly. Just FYI.
476,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective."
477,whatsapp,Your prices increasing every week?? What’s going on?
478,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging?? Not sure if mine is defective."
479,in-app,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol). Pls respond asap.
480,in-app,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).
481,chat,"I want to change the size of the sneakers I bought yesterday, can u help? Pls respond asap."
482,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.
483,email,My t-shirt arrived but the material feels cheap… kinda itchy.
484,chat,"I want to change the size of the sneakers I bought yesterday, can u help?"
485,whatsapp,How do I pair the earbuds with Samsung S22?? The manual isn’t clear. Pls respond asap.
486,chat,That coffee press is amazing but I wish it came in 1.5L too.
487,in-app,"I want to change the size of the sneakers I bought yesterday, can u help?"
488,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.
489,email,My t-shirt arrived but the material feels cheap… kinda itchy.
490,email,Refund me. The blender stopped working after 3 uses.
491,chat,That coffee press is amazing but I wish it came in 1.5L too.
492,in-app,"I want to change the size of the sneakers I bought yesterday, can u help?"
493,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI. Pls respond asap.
494,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.
495,whatsapp,Refund me. The blender stopped working after 3 uses.
496,email,How do I pair the earbuds with Samsung S22?? The manual isn’t clear.
497,in-app,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol).
498,email,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).
499,email,"I want to change the size of the sneakers I bought yesterday, can u help??"
500,whatsapp,Refund me. The blender stopped working after 3 uses.
501,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help?"
502,email,Refund me. The blender stopped working after 3 uses.
503,chat,"I want to change the size of the sneakers I bought yesterday, can u help?"
504,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.
505,chat,My t-shirt arrived but the material feels cheap… kinda itchy.
506,in-app,That coffee press is amazing but I wish it came in 1.5L too. Pls respond asap.
507,chat,That coffee press is amazing but I wish it came in 1.5L too. Pls respond asap.
508,whatsapp,Your prices increasing every week?? What’s going on?
509,in-app,"I want to change the size of the sneakers I bought yesterday, can u help??"
510,whatsapp,Where’s my order?? It said delivery 2 days ago. This is ridiculous.
511,whatsapp,Refund me. The blender stopped working after 3 uses.
512,chat,My t-shirt arrived but the material feels cheap… kinda itchy.
513,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help??"
514,in-app,Where’s my order???? It said delivery 2 days ago. This is ridiculous.
515,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging?? Not sure if mine is defective."
516,email,Your prices increasing every week?? What’s going on?
517,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.
518,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective."
519,email,Your prices increasing every week?? What’s going on?
520,chat,The cook set is good but the lids don’t fit perfectly. Just FYI.
521,chat,Refund me. The blender stopped working after 3 uses.
522,chat,How do I pair the earbuds with Samsung S22? The manual isn’t clear.
523,whatsapp,Your prices increasing every week?? What’s going on?
524,email,Refund me. The blender stopped working after 3 uses. Pls respond asap.
525,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.
526,in-app,Could you add more colors of the slim tshirt?? Only black is boring (no offense lol).
527,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.
528,chat,The cook set is good but the lids don’t fit perfectly. Just FYI.
529,email,My t-shirt arrived but the material feels cheap… kinda itchy.
530,email,Could you add more colors of the slim tshirt? Only black is boring (no offense lol). Pls respond asap.
531,email,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).
532,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help??"
533,in-app,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).
